source,target,scount,tcount,sfield,tfield,slast,tlast,weight
Albert I. Hermalin,Jacqueline Darroch Forrest,6,9,demography,demography,Hermalin,,1
Jacqueline Darroch Forrest,John A. Ross,9,7,demography,demography,,,1
Frank D. Bean,Jeffrey S. Passel,10,4,sociology,statistics,,,1
Allan G. King,Jeffrey S. Passel,2,4,demography,statistics,,,1
Jeffrey S. Passel,Karen A. Woodrow,4,1,statistics,demography,,,1
Jacob S. Siegel,Jeffrey S. Passel,2,4,demography,statistics,Siegel,,1
James H. Mielke,P. Gene Trapp,2,2,eugenics,eugenics,,,2
Lynn B. Jorde,P. Gene Trapp,2,2,eugenics,eugenics,,,2
Douglas L. Anderton,P. Gene Trapp,3,2,demography,eugenics,,,1
Kari Pitkanen,P. Gene Trapp,1,2,demography,eugenics,,,1
Aldur W. Eriksson,P. Gene Trapp,2,2,eugenics,eugenics,,,2
Alice Goldstein,Sidney Goldstein,5,5,history,general,,Goldstein,4
Jerald Bailey,Juan Correa,5,1,famplan,famplan,,,1
Jerald Bailey,Ricardo Aparicio Jimenez,5,1,famplan,famplan,,,1
Charles W. Warren,Ricardo Aparicio Jimenez,4,1,pubh,famplan,,,1
Claudia Goldin,Kenneth Sokoloff,3,2,history,history,,,1
Kenneth Sokoloff,Robert W. Fogel,2,2,history,history,,,1
Kenneth Sokoloff,Stanley L. Engerman,2,6,history,history,,,1
Kenneth Sokoloff,Roderick Floud,2,1,history,history,,,1
Gerald Friedman,Kenneth Sokoloff,1,2,history,history,,,1
Kenneth Sokoloff,Robert A. Margo,2,3,history,history,,,1
Kenneth Sokoloff,Richard H. Steckel,2,6,history,history,,,1
Kenneth Sokoloff,T. James Trussell,2,8,history,famplan,,,1
Georgia Villaflor,Kenneth Sokoloff,1,2,history,history,,,1
Kenneth Sokoloff,Kenneth W. Wachter,2,5,history,general,,,1
John Knodel,Pichit Pitaktepsombati,17,1,demography,famplan,,,1
Marta Tienda,Ronald Angel,7,1,famplan,sociology,Tienda,,1
Ronald Freedman,Siew-Ean Khoo,13,5,demography,demography,Freedman,,1
Bondan Supraptilah,Siew-Ean Khoo,1,5,famplan,demography,,,1
Charles F. Westoff,Siew-Ean Khoo,29,5,demography,demography,Westoff,,1
Noreen Goldman,Siew-Ean Khoo,13,5,famplan,demography,,,1
Minja Kim Choe,Siew-Ean Khoo,1,5,famplan,demography,,,1
Peter C. Smith,Siew-Ean Khoo,2,5,demography,demography,,,1
James T. Fawcett,Siew-Ean Khoo,3,5,demography,demography,,,2
Kristin A. Moore,Richard F. Wertheimer,7,1,sociology,famplan,,,1
Anrudh K. Jain,John Bongaarts,5,22,demography,demography,,,1
Anrudh K. Jain,Irving Sivin,5,6,demography,famplan,,,1
Anrudh K. Jain,Arjun L. Adlakha,5,1,demography,demography,,,1
M. Obaidullah,Michael J. Rosenberg,1,3,famplan,famplan,,,1
M. Obaidullah,Roger W. Rochat,1,7,famplan,pubh,,,1
M. Obaidullah,Suraiya Jabeen,1,2,famplan,famplan,,,1
Anthony R. Measham,M. Obaidullah,6,1,demography,famplan,,,1
Atiqur R. Khan,M. Obaidullah,1,1,famplan,famplan,,,1
Byoung Mohk Choi,Larry Bumpass,1,5,demography,famplan,,Bumpass,1
Byoung Mohk Choi,Ronald R. Rindfuss,1,21,demography,sociology,,Rindfuss,1
Byoung Mohk Choi,James A. Palmore,1,8,demography,demography,,,1
Byoung Mohk Choi,Mercedes Concepcion,1,1,demography,demography,,,1
Irving Sivin,Pentti Holma,6,2,famplan,famplan,,,2
Francisco Alvarez-Sanchez,Pentti Holma,2,2,famplan,famplan,,,2
Pentti Holma,Soledad Diaz,2,2,famplan,famplan,,,2
Olivia Mcdonald,Pentti Holma,1,2,famplan,famplan,,,1
Elsimar Coutinho,Pentti Holma,1,2,famplan,famplan,,,1
Dale N. Robertson,Pentti Holma,2,2,famplan,famplan,,,2
Maxine Weinstein,Samuel Preston,1,2,demography,demography,,Preston,1
Ansley J. Coale,Maxine Weinstein,14,1,general,demography,Coale,,1
James Trussell,Maxine Weinstein,24,1,demography,demography,,,1
John E. Anderson,Leo Morris,14,9,pubh,famplan,,,6
John E. Anderson,Richard S. Monteith,14,2,pubh,famplan,,,2
John E. Anderson,Roberto Kriskovich,14,1,pubh,famplan,,,1
John E. Anderson,Juan Schoemaker,14,1,pubh,famplan,,,1
John E. Anderson,Odon Frutos,14,1,pubh,famplan,,,1
John E. Anderson,Milton S. Nakamura,14,2,pubh,famplan,,,2
Barbara Janowitz,John E. Anderson,4,14,demography,pubh,,,2
Joaquim Barreto Fonseca,John E. Anderson,2,14,famplan,pubh,,,2
John E. Anderson,Mark C. E. Cheng,14,2,pubh,famplan,,,1
John E. Anderson,Wan Fook-Kee,14,1,pubh,famplan,,,1
John E. Anderson,John G. Cleland,14,1,pubh,famplan,,,1
Felix Mascarin,John E. Anderson,3,14,famplan,pubh,,,1
John E. Anderson,Walter Rodrigues,14,3,pubh,famplan,,,2
Antonio Marcio Tavares Thome,John E. Anderson,2,14,famplan,pubh,,,2
John E. Anderson,Melita Gesche,14,1,pubh,famplan,,,1
Jack C. Smith,John E. Anderson,8,14,famplan,pubh,,,1
Albert I. Hermalin,Ronald Freedman,6,13,demography,demography,Hermalin,Freedman,2
Albert I. Hermalin,Te-Hsiung Sun,6,8,demography,famplan,Hermalin,,1
Albert I. Hermalin,Ming-Cheng Chang,6,7,demography,famplan,Hermalin,,2
Albert I. Hermalin,Napaporn Chayovan,6,1,demography,famplan,Hermalin,,1
Albert I. Hermalin,John Knodel,6,17,demography,demography,Hermalin,,1
Albert I. Hermalin,Barbara Entwisle,6,3,demography,economics,Hermalin,,1
Albert I. Hermalin,Peerasit Kamnuansilpa,6,4,demography,demography,Hermalin,,1
Albert I. Hermalin,Apichat Chamratrithirong,6,1,demography,demography,Hermalin,,1
Albert I. Hermalin,Mary Chamie,6,4,demography,demography,Hermalin,,1
Albert I. Hermalin,Jacqueline D. Forrest,6,3,demography,famplan,Hermalin,,1
Albert I. Hermalin,Stanley K. Henshaw,6,8,demography,famplan,Hermalin,,2
Albert I. Hermalin,Jacqueline Darroch Forrest,6,9,demography,demography,Hermalin,,1
Somsak Varakamin,Tony Bennett,5,4,famplan,famplan,,,1
Prayoon Klinshom,Tony Bennett,1,4,famplan,famplan,,,1
Tony Bennett,Varaporn Devaphalin,4,1,famplan,famplan,,,1
Tongplaew Narkavonnakit,Tony Bennett,4,4,famplan,famplan,,,3
T. R. Balakrishnan,Tony Bennett,2,4,demography,famplan,,,1
John Knodel,Tony Bennett,17,4,demography,famplan,,,1
Suthon Panyadilok,Tony Bennett,1,4,famplan,famplan,,,1
Joel Smith,Robert L. Bach,2,6,demography,demography,,,1
David Bromley,Joel Smith,1,2,sociology,demography,,,1
Joel Smith,Kenneth Manton,2,1,demography,sociology,,,1
Baron L. Moots,Ming-Cheng Chang,2,7,sociology,famplan,,,1
K. Hill,T. J. Trussell,4,2,demography,demography,,,1
K. Hill,S. Preston,4,1,demography,demography,,,1
J. Trussell,K. Hill,3,4,demography,demography,,,1
Evelyn Folch-Lyon,S. Bruce Schearer,1,4,famplan,famplan,,,1
Luise De La Macorra,S. Bruce Schearer,1,4,famplan,famplan,,,1
Linda Atkinson,S. Bruce Schearer,2,4,famplan,famplan,,,2
Oscar Harkavy,S. Bruce Schearer,2,4,famplan,famplan,Harkavy,,2
Richard Lincoln,S. Bruce Schearer,7,4,famplan,famplan,,,2
Donald R. Mcneil,T. James Trussell,1,8,demography,famplan,,,1
John C. Turner,T. James Trussell,1,8,demography,famplan,,,1
Robert W. Fogel,T. James Trussell,2,8,history,famplan,,,1
Stanley L. Engerman,T. James Trussell,6,8,history,famplan,,,1
Roderick Floud,T. James Trussell,1,8,history,famplan,,,1
Gerald Friedman,T. James Trussell,1,8,history,famplan,,,1
Robert A. Margo,T. James Trussell,3,8,history,famplan,,,1
Kenneth Sokoloff,T. James Trussell,2,8,history,famplan,,,1
Richard H. Steckel,T. James Trussell,6,8,history,famplan,,,1
Georgia Villaflor,T. James Trussell,1,8,history,famplan,,,1
Kenneth W. Wachter,T. James Trussell,5,8,general,famplan,,,1
George W. Barclay,T. James Trussell,1,8,demography,famplan,,,1
Ansley J. Coale,T. James Trussell,14,8,general,famplan,Coale,,3
Michael A. Stoto,T. James Trussell,2,8,demography,famplan,,,1
Allan G. Hill,T. James Trussell,4,8,demography,famplan,,,1
Amos H. Hawley,Dorothy Fernandez,1,4,economics,economics,Hawley,,1
Amos H. Hawley,Harbans Singh,1,1,economics,economics,Hawley,,1
John A. Ross,Marc B. Glassman,7,1,demography,famplan,,,1
Eric Jensen,George B. Simmons,1,5,demography,famplan,,,1
Celeste Smucker,Eric Jensen,1,1,demography,demography,,,1
Eric Jensen,Stan Bernstein,1,3,demography,pubh,,,1
A. M. Sardar,Lincoln C. Chen,1,10,famplan,famplan,,,1
A. M. Sardar,Makhlisur Rahman,1,4,famplan,famplan,,,1
A. M. Sardar,Stan Dsouza,1,4,famplan,famplan,,,1
A. M. Sardar,J. Chakraborty,1,8,famplan,demography,,,1
Christopher Tietze,John Bongaarts,20,22,famplan,demography,,,4
Anrudh K. Jain,John Bongaarts,5,22,demography,demography,,,1
John Bongaarts,Robert G. Potter,22,15,demography,famplan,,,1
Dorothy Nortman,John Bongaarts,1,22,demography,demography,,,1
Bruce Schearer,John Bongaarts,1,22,famplan,demography,,,1
John Bongaarts,Rose E. Frisch,22,5,demography,general,,,1
John Bongaarts,Odile Frank,22,2,demography,demography,,,1
John Bongaarts,Ron Lesthaeghe,22,3,demography,demography,,,1
Jane T. Bertrand,Nlandu Mangani,6,1,demography,famplan,,,1
Matondo Mansilu,Nlandu Mangani,1,1,famplan,famplan,,,1
Karen Oppenheim Mason,Larry L. Bumpass,3,7,demography,famplan,Mason,Bumpass,1
Karen Oppenheim Mason,V. T. Palan,3,2,demography,eugenics,Mason,,1
John L. Czajka,Karen Oppenheim Mason,1,3,sociology,demography,,Mason,1
Karen Oppenheim Mason,Sara Arber,3,1,demography,sociology,Mason,,1
Neil G. Bennett,Shiro Horiuchi,5,2,demography,demography,,,2
James A. Palmore,Laura M. Souder,8,1,demography,famplan,,,1
Laura M. Souder,Michael J. Furlong,1,1,famplan,famplan,,,1
Francis X. Buchmeier,Laura M. Souder,1,1,famplan,famplan,,,1
Insook Han Park,Laura M. Souder,1,1,famplan,famplan,,,1
Jane T. Bertrand,Matondo Mansilu,6,1,demography,famplan,,,1
Matondo Mansilu,Nlandu Mangani,1,1,famplan,famplan,,,1
Shamsuddin Bin Abdul Rahman,Yusof Bakar,1,1,famplan,famplan,,,1
Tan Boon Ann,Yusof Bakar,2,1,eugenics,famplan,,,1
M. Subbiah,Yusof Bakar,1,1,famplan,famplan,,,1
Loh Sow Khin,Yusof Bakar,1,1,famplan,famplan,,,1
Haryono Suyono,John A. Ross,6,7,famplan,demography,,,1
John A. Ross,Nancy Piet,7,1,demography,famplan,,,1
Farquhar Stirling,John A. Ross,1,7,famplan,demography,,,1
John A. Ross,Marc B. Glassman,7,1,demography,famplan,,,1
Douglas H. Huber,John A. Ross,3,7,famplan,demography,,,1
John A. Ross,Martin E. Gorosh,7,3,demography,famplan,,,1
John A. Ross,Walter Rodrigues,7,3,demography,famplan,,,1
John A. Ross,Jose Maria Arruda,7,1,demography,famplan,,,1
John A. Ross,Sri Poedjastoeti,7,1,demography,famplan,,,1
Jacqueline Darroch Forrest,John A. Ross,9,7,demography,demography,,,1
Robert W. Fogel,Stanley L. Engerman,2,6,history,history,,,2
Roderick Floud,Stanley L. Engerman,1,6,history,history,,,1
Gerald Friedman,Stanley L. Engerman,1,6,history,history,,,1
Robert A. Margo,Stanley L. Engerman,3,6,history,history,,,1
Kenneth Sokoloff,Stanley L. Engerman,2,6,history,history,,,1
Richard H. Steckel,Stanley L. Engerman,6,6,history,history,,,1
Stanley L. Engerman,T. James Trussell,6,8,history,famplan,,,1
Georgia Villaflor,Stanley L. Engerman,1,6,history,history,,,1
Kenneth W. Wachter,Stanley L. Engerman,5,6,general,history,,,1
Herbert S. Klein,Stanley L. Engerman,1,6,history,history,,,1
James Trussell,Stanley L. Engerman,24,6,demography,history,,,1
Etienne Van De Walle,Susan Cotts Watkins,5,2,demography,history,Walle,,1
Deborah Oakley,Frederick S. Jaffe,2,7,demography,famplan,,,1
Frederick S. Jaffe,Phillips Cutright,7,13,famplan,demography,,,2
Frederick S. Jaffe,Marjorie A. Koblinsky,7,1,famplan,famplan,,,1
Frederick S. Jaffe,Roy O. Greep,7,1,famplan,famplan,,,1
Christopher Tietze,Frederick S. Jaffe,20,7,famplan,famplan,,,1
Frederick S. Jaffe,Joy G. Dryfoos,7,7,famplan,famplan,,,1
Brigitte Doring-Bradley,Joy G. Dryfoos,2,7,famplan,famplan,,,1
Brigitte Doring-Bradley,Richard Lincoln,2,7,famplan,famplan,,,1
Barbara L. Lindheim,Brigitte Doring-Bradley,3,2,famplan,famplan,,,1
Brigitte Doring-Bradley,Maureen A. Cotterill,2,2,famplan,famplan,,,1
Jay D. Teachman,Pudjo Rahardjo,8,1,famplan,famplan,,,1
Dov Friedlander,Zvi Eisenbach,5,2,demography,demography,,,2
Calvin Goldscheider,Dov Friedlander,4,5,famplan,demography,,,3
A. K. M. Alauddin Chowdhury,Sandra L. Huffman,6,7,general,famplan,,,4
A. K. M. Alauddin Chowdhury,W. Henry Mosley,6,5,general,general,,,3
A. K. M. Alauddin Chowdhury,Rose E. Frisch,6,5,general,general,,,1
A. K. M. Alauddin Chowdhury,Janet W. Mcarthur,6,1,general,general,,,1
A. K. M. Alauddin Chowdhury,Zenas M. Sykes,6,2,general,demography,,,1
A. K. M. Alauddin Chowdhury,J. Chakraborty,6,8,general,demography,,,1
A. K. M. Alauddin Chowdhury,John Stoeckel,6,4,general,demography,,,1
A. K. M. Alauddin Chowdhury,Atiqur Rahman Khan,6,4,general,demography,,,1
A. K. M. Alauddin Chowdhury,Lincoln C. Chen,6,10,general,famplan,,,1
Marta Tienda,Ronald Angel,7,1,famplan,sociology,Tienda,,1
Leif Jensen,Marta Tienda,1,7,demography,famplan,,Tienda,1
Marta Tienda,Robert L. Bach,7,6,famplan,demography,Tienda,,1
Charles Hammerslough,James Trussell,2,24,demography,demography,,,1
Charles Hammerslough,Noreen Goldman,2,13,demography,famplan,,,1
Charles F. Westoff,Charles Hammerslough,29,2,demography,demography,Westoff,,1
David Knoke,Michael Hout,3,7,general,demography,,,1
Constance Henry,David Knoke,1,3,general,general,,,1
David Knoke,Randall Thomson,3,1,general,sociology,,,1
Antonio Golini,Nathan Keyfitz,2,9,eugenics,economics,,Keyfitz,1
G. Littman,Nathan Keyfitz,1,9,demography,economics,,Keyfitz,1
James F. Phillips,Shushum Bhatia,6,8,famplan,famplan,,,1
Shushum Bhatia,Wayne S. Stinson,8,2,famplan,famplan,,,1
Makhlisur Rahman,Shushum Bhatia,4,8,famplan,famplan,,,1
J. Chakraborty,Shushum Bhatia,8,8,demography,famplan,,,3
Shushum Bhatia,W. H. Mosley,8,2,famplan,famplan,,,1
A. S. G. Faruque,Shushum Bhatia,2,8,famplan,famplan,,,2
Shushum Bhatia,Stan Becker,8,2,famplan,statistics,,,1
Shushum Bhatia,Young J. Kim,8,6,famplan,demography,,,2
Allan Rosenfield,Donald Lauro,4,1,famplan,famplan,,,1
Anthony Bennett,Donald Lauro,1,1,famplan,famplan,,,1
Donald Lauro,Somsak Varakamin,1,5,famplan,famplan,,,1
Chin S. Chung,Roy G. Smith,1,3,famplan,famplan,,,1
Chin S. Chung,Robert W. Gardner,1,2,famplan,demography,,,1
Chin S. Chung,Patricia Steinhoff,1,1,famplan,famplan,,,1
Chin S. Chung,James A. Palmore,1,8,famplan,demography,,,1
A. Fisher,J. M. Tuladhar,1,3,demography,famplan,,,1
A. Fisher,J. Stoeckel,1,1,demography,demography,,,1
John Knodel,Nibhon Debavalya,17,2,demography,famplan,,,2
Nibhon Debavalya,Peerasit Kamnuansilpa,2,4,famplan,demography,,,1
James F. Phillips,Ruth Simmons,6,6,famplan,pubh,,,3
George B. Simmons,James F. Phillips,5,6,famplan,famplan,,,1
James F. Phillips,Md. Yunus,6,1,famplan,famplan,,,1
J. Chakraborty,James F. Phillips,8,6,demography,famplan,,,3
A. I. Chowdhury,James F. Phillips,2,6,famplan,famplan,,,1
James F. Phillips,Mizanur Rahman,6,1,famplan,famplan,,,1
James F. Phillips,Wayne S. Stinson,6,2,famplan,famplan,,,2
James F. Phillips,Makhlisur Rahman,6,4,famplan,famplan,,,2
James F. Phillips,Shushum Bhatia,6,8,famplan,famplan,,,1
Anthony R. Measham,James F. Phillips,6,6,demography,famplan,,,1
Atiqur Rahman Khan,James F. Phillips,4,6,demography,famplan,,,1
James F. Phillips,Michael J. Rosenberg,6,3,famplan,famplan,,,1
James F. Phillips,Suraiya Jabeen,6,2,famplan,famplan,,,1
Jalaluddin Akbar,James F. Phillips,1,6,famplan,famplan,,,1
Hasina Banu,James F. Phillips,1,6,famplan,famplan,,,1
Miguel Gomez Barrantes,Nancy Yinger,2,1,famplan,famplan,,,1
James Mccarthy,Nancy Yinger,8,1,demography,famplan,,,1
Allan G. Hill,James Allman,4,3,demography,famplan,,,1
Allan G. Hill,Ansley J. Coale,4,14,demography,general,,Coale,1
Allan G. Hill,T. James Trussell,4,8,demography,famplan,,,1
George T. Curlin,Lincoln C. Chen,1,10,demography,famplan,,,1
George T. Curlin,Sayed Babur Hussain,1,1,demography,demography,,,1
Kanchana Kanchanasinith,Suvanee Satayapan,1,1,famplan,famplan,,,1
Somsak Varakamin,Suvanee Satayapan,5,1,famplan,famplan,,,1
John L. Czajka,Karen Oppenheim Mason,1,3,sociology,demography,,Mason,1
John L. Czajka,Sara Arber,1,1,sociology,sociology,,,1
Dorothy Nortman,John Bongaarts,1,22,demography,demography,,,1
J. Richard Udry,Naomi M. Morris,10,2,eugenics,eugenics,Udry,,2
Karl E. Bauman,Naomi M. Morris,1,2,demography,eugenics,,,1
John D. Palmer,Naomi M. Morris,1,2,eugenics,eugenics,,,1
Douglas S. Massey,Joshua S. Reichert,8,1,sociology,demography,Massey,,1
C. M. Suchindran,P. A. Lachenbruch,5,1,demography,demography,,,1
David A. Swanson,Lucky M. Tedrow,1,2,demography,demography,,,1
John F. Kantner,Melvin Zelnik,5,4,demography,famplan,Kantner,,4
John F. Kantner,Young J. Kim,5,6,demography,demography,Kantner,,1
John F. Kantner,Laurie Schwab Zabin,5,2,demography,famplan,Kantner,,1
Alan Keller,Ricardo Aparico Jimenez,5,1,famplan,famplan,,,1
Jerald Bailey,Ricardo Aparico Jimenez,5,1,famplan,famplan,,,1
Juan Guillermo Figueroa,Ricardo Aparico Jimenez,1,1,famplan,famplan,,,1
Aurora Rabago De Rodriguez,Ricardo Aparico Jimenez,1,1,famplan,famplan,,,1
Larry L. Bumpass,Nancy J. Davis,7,1,famplan,demography,Bumpass,,1
Ann Way,J. Mayone Stycos,1,8,famplan,demography,,,1
Ann Way,Aziz Bindary,1,1,famplan,famplan,,,1
Ann Way,Roger C. Avery,1,5,famplan,famplan,,,1
Ann Way,Atef M. Khalifa,1,1,famplan,famplan,,,1
Ann Way,Hussein Abdel-Aziz Sayed,1,1,famplan,famplan,,,1
Andrew Cherlin,Jeanne Griffith,5,1,sociology,demography,Cherlin,,1
James Mccarthy,Jeanne Griffith,8,1,demography,demography,,,1
Linda G. Martin,Suzanne Culter,5,1,demography,demography,,,1
John E. Anderson,John G. Cleland,14,1,pubh,famplan,,,1
Nelma Keen,William R. Grady,1,2,famplan,famplan,,,1
Marilyn B. Hirsch,Nelma Keen,2,1,famplan,famplan,,,1
Barbara Vaughan,Nelma Keen,3,1,famplan,famplan,,,1
Gerry E. Hendershot,Stephanie J. Ventura,10,1,famplan,pubh,,,1
Jorge H. Del Pinal,Judith Blake,1,8,demography,demography,,Blake,1
Judith Blake,Prithwis Das Gupta,8,6,demography,statistics,Blake,,2
H. I. Goldberg,L. Morris,1,1,demography,demography,,,1
L. Morris,W. Rodrigues,1,1,demography,demography,,,1
A. M. T. Thome,L. Morris,1,1,demography,demography,,,1
Barbara Janowitz,L. Morris,4,1,demography,demography,,,1
Francisco Alvarez-Sanchez,Irving Sivin,2,6,famplan,famplan,,,2
Francisco Alvarez-Sanchez,Soledad Diaz,2,2,famplan,famplan,,,2
Francisco Alvarez-Sanchez,Olivia Mcdonald,2,1,famplan,famplan,,,1
Francisco Alvarez-Sanchez,Pentti Holma,2,2,famplan,famplan,,,2
Elsimar Coutinho,Francisco Alvarez-Sanchez,1,2,famplan,famplan,,,1
Dale N. Robertson,Francisco Alvarez-Sanchez,2,2,famplan,famplan,,,2
Reynolds Farley,Suzanne M. Bianchi,3,1,sociology,demography,Farley,Bianchi,1
Richard H. Steckel,Robert A. Margo,6,3,history,history,,,3
Richard H. Steckel,Robert W. Fogel,6,2,history,history,,,1
Richard H. Steckel,Stanley L. Engerman,6,6,history,history,,,1
Richard H. Steckel,Roderick Floud,6,1,history,history,,,1
Gerald Friedman,Richard H. Steckel,1,6,history,history,,,1
Kenneth Sokoloff,Richard H. Steckel,2,6,history,history,,,1
Richard H. Steckel,T. James Trussell,6,8,history,famplan,,,1
Georgia Villaflor,Richard H. Steckel,1,6,history,history,,,1
Kenneth W. Wachter,Richard H. Steckel,5,6,general,history,,,1
Anrudh K. Jain,Arjun L. Adlakha,5,1,demography,demography,,,1
Carmen Miro,Magdalena Leon De Leal,4,1,demography,famplan,,,1
Carmen Miro,Sergio Correu Azcona,4,1,demography,famplan,,,1
Carmen Miro,Jorge Campos Cordero,4,1,demography,famplan,,,1
Alan Keller,Carmen Miro,5,4,famplan,demography,,,1
Carmen Miro,Robert G. Potter,4,15,demography,famplan,,,1
Brigitte Doring-Bradley,Joy G. Dryfoos,2,7,famplan,famplan,,,1
Frederick S. Jaffe,Joy G. Dryfoos,7,7,famplan,famplan,,,1
Albert J. Fernando,S. Y. S. B. Herath,1,1,famplan,famplan,,,1
Albert J. Fernando,Nicholas H. Wright,1,3,famplan,famplan,,,1
Ansley J. Coale,S. Horiuchi,14,1,general,demography,Coale,,1
Ansley J. Coale,George W. Barclay,14,1,general,demography,Coale,,1
Ansley J. Coale,Michael A. Stoto,14,2,general,demography,Coale,,1
Ansley J. Coale,T. James Trussell,14,8,general,famplan,Coale,,3
Ansley J. Coale,Samuel Preston,14,2,general,demography,Coale,Preston,1
Ansley J. Coale,James Trussell,14,24,general,demography,Coale,,1
Ansley J. Coale,Maxine Weinstein,14,1,general,demography,Coale,,1
Allan G. Hill,Ansley J. Coale,4,14,demography,general,,Coale,1
Ansley J. Coale,Samuel H. Preston,14,16,general,statistics,Coale,Preston,1
J. M. Tuladhar,John Stoeckel,3,4,famplan,demography,,,2
J. M. Tuladhar,J. Stoeckel,3,1,famplan,demography,,,1
A. Fisher,J. M. Tuladhar,1,3,demography,famplan,,,1
James A. Palmore,Mercedes B. Concepcion,8,3,demography,famplan,,,1
Ronald Freedman,Tze-Hwa Fan,13,1,demography,famplan,Freedman,,1
Sou-Pen Wei,Tze-Hwa Fan,1,1,famplan,famplan,,,1
Mary Beth Weinberger,Tze-Hwa Fan,2,1,demography,famplan,,,1
Larry Freshnock,Phillips Cutright,1,13,demography,demography,,,1
Wendy C. Wolf,William H. Sewell,2,2,demography,general,,,1
Robert M. Hauser,Wendy C. Wolf,4,2,demography,demography,,,1
Maurice M. Macdonald,Wendy C. Wolf,2,2,demography,demography,,,1
Janet W. Mcarthur,Rose E. Frisch,1,5,general,general,,,1
Janet W. Mcarthur,Sandra L. Huffman,1,7,general,famplan,,,1
A. K. M. Alauddin Chowdhury,Janet W. Mcarthur,6,1,general,general,,,1
Janet W. Mcarthur,W. Henry Mosley,1,5,general,general,,,1
Kathleen Ford,Robert G. Potter,3,15,famplan,famplan,,,1
Ansley J. Coale,George W. Barclay,14,1,general,demography,Coale,,1
George W. Barclay,Michael A. Stoto,1,2,demography,demography,,,1
George W. Barclay,T. James Trussell,1,8,demography,famplan,,,1
Anne R. Pebley,Elena Brineman,13,1,demography,demography,Pebley,,1
Elena Brineman,Hernan Delgado,1,2,demography,demography,,,1
Peter J. Dickinson,Robert M. Hauser,2,4,sociology,demography,,,2
John N. Koffel,Peter J. Dickinson,2,2,sociology,sociology,,,2
Harry P. Travis,Peter J. Dickinson,2,2,sociology,sociology,,,2
Anibal Faundes-Latham,German Rodriguez,1,4,famplan,famplan,,,1
German Rodriguez,Linda E. Atkinson,4,1,famplan,famplan,,,1
German Rodriguez,John Hobcraft,4,3,famplan,famplan,,,1
German Rodriguez,John Cleland,4,2,famplan,famplan,,,1
Craig St. John,Ronald R. Rindfuss,6,21,sociology,sociology,,Rindfuss,5
Craig St. John,Michael K. Salemi,6,1,sociology,demography,,,1
Craig St. John,John Shelton Reed,6,2,sociology,general,,,2
Craig St. John,Larry Bumpass,6,5,sociology,famplan,,Bumpass,1
Craig St. John,Larry L. Bumpass,6,7,sociology,famplan,,Bumpass,1
Emdadul Huq,Lincoln C. Chen,1,10,demography,famplan,,,1
Emdadul Huq,Stan Dsouza,1,4,demography,famplan,,,1
Larry Bumpass,Ronald R. Rindfuss,5,21,famplan,sociology,Bumpass,Rindfuss,4
C. Gray Swicegood,Ronald R. Rindfuss,2,21,demography,sociology,,Rindfuss,2
Ronald R. Rindfuss,S. Philip Morgan,21,7,sociology,sociology,Rindfuss,Morgan,4
James A. Palmore,Ronald R. Rindfuss,8,21,demography,sociology,,Rindfuss,1
Mercedes Concepcion,Ronald R. Rindfuss,1,21,demography,sociology,,Rindfuss,1
Byoung Mohk Choi,Ronald R. Rindfuss,1,21,demography,sociology,,Rindfuss,1
Maurice M. Macdonald,Ronald R. Rindfuss,2,21,demography,sociology,,Rindfuss,1
Michael K. Salemi,Ronald R. Rindfuss,1,21,demography,sociology,,Rindfuss,1
John Shelton Reed,Ronald R. Rindfuss,2,21,general,sociology,,Rindfuss,2
Craig St. John,Ronald R. Rindfuss,6,21,sociology,sociology,,Rindfuss,5
Larry L. Bumpass,Ronald R. Rindfuss,7,21,famplan,sociology,Bumpass,Rindfuss,4
Richard B. Janosik,Ronald R. Rindfuss,1,21,demography,sociology,,Rindfuss,1
James A. Sweet,Ronald R. Rindfuss,2,21,demography,sociology,,Rindfuss,1
Charles Hirschman,Ronald R. Rindfuss,14,21,sociology,sociology,Hirschman,Rindfuss,1
Allan Parnell,Ronald R. Rindfuss,1,21,demography,sociology,,Rindfuss,1
George W. Barclay,Michael A. Stoto,1,2,demography,demography,,,1
Ansley J. Coale,Michael A. Stoto,14,2,general,demography,Coale,,1
Michael A. Stoto,T. James Trussell,2,8,demography,famplan,,,1
W. Parker Mauldin,[Robert Lapham],10,1,demography,demography,Mauldin,,1
Dov Friedlander,Zvi Eisenbach,5,2,demography,demography,,,2
Calvin Goldscheider,Zvi Eisenbach,4,2,famplan,demography,,,2
Mark C. E. Cheng,S. S. Ratnam,2,1,famplan,famplan,,,1
S. S. Ratnam,Y. M. Wong,1,1,famplan,famplan,,,1
Roger W. Rochat,S. S. Ratnam,7,1,pubh,famplan,,,1
Robert W. Gardner,Roy G. Smith,2,3,demography,famplan,,,1
Patricia Steinhoff,Roy G. Smith,1,3,famplan,famplan,,,1
Chin S. Chung,Roy G. Smith,1,3,famplan,famplan,,,1
James A. Palmore,Roy G. Smith,8,3,demography,famplan,,,3
Patricia G. Steinhoff,Roy G. Smith,2,3,famplan,famplan,,,2
Milton Diamond,Roy G. Smith,1,3,famplan,famplan,,,1
C. S. Chung,Roy G. Smith,1,3,famplan,famplan,,,1
Donald E. Morisky,Roy G. Smith,1,3,famplan,famplan,,,1
Ronald J. Pion,Roy G. Smith,1,3,famplan,famplan,,,1
