source,target,scount,tcount,sfield,tfield,slast,tlast,weight
Ferdinand Rath,Mindel C. Sheps,1,14,pubh,demography,,,1
F. E. Linder,Ferdinand Rath,2,1,pubh,pubh,,,1
Ferdinand Rath,M-F. Hall,1,2,pubh,pubh,,,1
Ferdinand Rath,Ronald Freedman,1,33,pubh,famplan,,Freedman,1
Ferdinand Rath,T. K. Burch,1,2,pubh,pubh,,,1
Donald J. Bogue,Ferdinand Rath,10,1,demography,pubh,Bogue,,1
A. H. Neiva,Ferdinand Rath,3,1,pubh,pubh,,,1
Shamsuddin Bin Abdul Rahman,Yusof Bakar,2,1,famplan,famplan,,,1
Tan Boon Ann,Yusof Bakar,5,1,demography,famplan,,,1
M. Subbiah,Yusof Bakar,1,1,famplan,famplan,,,1
Loh Sow Khin,Yusof Bakar,1,1,famplan,famplan,,,1
John A. Ross,Sook Bang,11,6,demography,demography,,,2
J. Y. Peng,John A. Ross,4,11,famplan,demography,,,1
John A. Ross,John Y. Takeshita,11,4,demography,demography,,,1
Gerald Zatuchni,John A. Ross,1,11,famplan,demography,,,1
John A. Ross,S. M. Keeny,11,4,demography,famplan,,,2
George Cernada,John A. Ross,1,11,famplan,demography,,,1
John A. Ross,Oliver D. Finnigan,11,2,demography,demography,,,1
John A. Ross,Oliver D. Finnigan Iii,11,1,demography,famplan,,,1
John A. Ross,S.M. Keeny,11,1,demography,famplan,,,1
George P. Cernada,John A. Ross,6,11,famplan,demography,,,2
John A. Ross,Tae Ryong Kim,11,1,demography,famplan,,,1
David P. Smith,John A. Ross,1,11,famplan,demography,,,1
Dae Woo Han,John A. Ross,2,11,famplan,demography,,,1
John A. Ross,T. C. Hsu,11,2,demography,demography,,,1
John A. Ross,T. H. Sun,11,6,demography,demography,,,1
David M. Heer,Judith G. Bryden,14,1,famplan,demography,,,1
Frederick S. Jaffe,Steven Polgar,17,3,general,pubh,,,2
Frederick S. Jaffe,Oscar Harkavy,17,5,general,demography,,Harkavy,1
Frederick S. Jaffe,Samuel M. Wishik,17,1,general,general,,,1
Frederick S. Jaffe,Joy G. Dryfoos,17,7,general,famplan,,,3
Frederick S. Jaffe,George Varky,17,1,general,famplan,,,1
Frederick S. Jaffe,Marsha Corey,17,2,general,famplan,,,1
Frederick S. Jaffe,Steven Sieverts,17,1,general,famplan,,,1
Charlotte F. Muller,Frederick S. Jaffe,2,17,famplan,general,,,1
Daniel R. Weintraub,Frederick S. Jaffe,2,17,famplan,general,,,1
Frederick S. Jaffe,Jean P. Cobb,17,1,general,famplan,,,1
Carita Jo Bernsohn,Frederick S. Jaffe,1,17,famplan,general,,,1
Edith Fein,Frederick S. Jaffe,1,17,general,general,,,1
Frederick S. Jaffe,Judith S. Weis,17,1,general,general,,,1
Edgar R. Chasteen,Frederick S. Jaffe,1,17,general,general,,,1
Donald S. Akers,Jacob S. Siegel,5,3,demography,demography,,Siegel,1
Halliman H. Winsborough,Sarah Hobbs,1,1,demography,demography,,,1
Halliman H. Winsborough,Reynolds Farley,1,14,demography,demography,,Farley,1
J. Michael Coble,Otis Dudley Duncan,1,8,demography,sociology,,Duncan,1
J. Michael Coble,Ronald Freedman,1,33,demography,famplan,,Freedman,1
Doris P. Slesinger,J. Michael Coble,1,1,demography,demography,,,1
John C. Cobb,Rowland V. Rider,1,4,famplan,demography,,,1
Harry M. Raulet,Rowland V. Rider,2,4,demography,demography,,,1
Paul A. Harper,Rowland V. Rider,3,4,famplan,demography,,,3
Paul White,Rowland V. Rider,1,4,famplan,demography,,,1
A. Rasheed Ghazi,Rowland V. Rider,1,4,famplan,demography,,,1
Chi I-Cheng,Rowland V. Rider,1,4,famplan,demography,,,1
L. P. Chow,Rowland V. Rider,10,4,famplan,demography,,,1
Mo-Im Kim,Rowland V. Rider,1,4,demography,demography,,,1
Jae-Mo Yang,Rowland V. Rider,1,4,demography,demography,,,1
Donald W. Helbig,Rowland V. Rider,1,4,demography,demography,,,1
Habib R. Siddiqui,Rowland V. Rider,1,4,demography,demography,,,1
Rowland V. Rider,Samuel B. Hopkins,4,1,demography,demography,,,1
Jeanne Clare Ridley,Mindel C. Sheps,4,14,pubh,demography,,,3
Edward B. Perrin,Mindel C. Sheps,1,14,eugenics,demography,,,1
Carmen Miro,Mindel C. Sheps,5,14,demography,demography,,,1
Ferdinand Rath,Mindel C. Sheps,1,14,pubh,demography,,,1
Arthur A. Campbell,Mindel C. Sheps,10,14,famplan,demography,Campbell,,1
Charles F. Westoff,Mindel C. Sheps,24,14,famplan,demography,Westoff,,1
G. PéRez,Mindel C. Sheps,1,14,pubh,demography,,,1
J. Mayone Stycos,Mindel C. Sheps,13,14,pubh,demography,,,2
F. E. Linder,Mindel C. Sheps,2,14,pubh,demography,,,1
M-F. Hall,Mindel C. Sheps,2,14,pubh,demography,,,2
Mindel C. Sheps,Ronald Freedman,14,33,demography,famplan,,Freedman,1
Mindel C. Sheps,T. K. Burch,14,2,demography,pubh,,,1
Donald J. Bogue,Mindel C. Sheps,10,14,demography,demography,Bogue,,2
A. H. Neiva,Mindel C. Sheps,3,14,pubh,demography,,,1
Mindel C. Sheps,R. Delgado,14,1,demography,pubh,,,1
Mindel C. Sheps,O. Mendoza,14,1,demography,pubh,,,1
Mindel C. Sheps,R. O. Carleton,14,2,demography,pubh,,,1
Everett S. Lee,Mindel C. Sheps,6,14,demography,demography,Lee,,1
Christopher Tietze,Mindel C. Sheps,18,14,pubh,demography,,,1
J. Arias,Mindel C. Sheps,3,14,pubh,demography,,,1
F. Rath,Mindel C. Sheps,1,14,pubh,demography,,,1
Mindel C. Sheps,R. Puffer,14,2,demography,pubh,,,1
Alberto Gonzalez-Quiroga,Mindel C. Sheps,1,14,pubh,demography,,,1
Joan W. Lingner,Mindel C. Sheps,2,14,pubh,demography,,,2
Jane A. Menken,Mindel C. Sheps,4,14,pubh,demography,Menken,,4
Annette P. Radick,Mindel C. Sheps,1,14,demography,demography,,,1
H. Majumdar,Mindel C. Sheps,1,14,demography,demography,,,1
J. Mayone Stycos,Parker G. Marden,13,2,pubh,sociology,,,1
P. S. K. Chi,Robert G. Potter,1,18,demography,famplan,,,1
J. M. Sakoda,P. S. K. Chi,1,1,demography,demography,,,1
Myrna M. Weissman,Richard Reynolds,1,2,general,general,,,1
Lewis C. Frank Jr.,Richard Reynolds,1,2,general,general,,,1
Richard Reynolds,Willard Johnson,2,1,general,general,,,1
Richard Reynolds,Ruth Barnhouse-Beuscher,2,1,general,general,,,1
Judith Blake,Richard Reynolds,13,2,general,general,Blake,,1
Raymond W. Carlaw,Richard Reynolds,1,2,demography,general,,,1
Lawrence W. Green,Richard Reynolds,2,2,demography,general,,,1
N. I. Khan,Richard Reynolds,1,2,demography,general,,,1
Dorothy Nortman,W. Parker Mauldin,3,7,economics,pubh,,Mauldin,1
Dorothy Nortman,Frederick F. Stephen,3,1,economics,famplan,,,1
Dorothy Nortman,Dudley Kirk,3,5,economics,general,,Kirk,1
Dorothy Nortman,Gavin Jones,3,4,economics,demography,,,1
Lien-Ping Chow,Robert G. Potter,2,18,general,famplan,,,1
Lien-Ping Chow,Ronald Freedman,2,33,general,famplan,,Freedman,1
Lien-Ping Chow,Peng-Tu Liu,2,1,general,demography,,,1
Helen Abbey,Lien-Ping Chow,2,2,demography,general,,,1
Arthur A. Campbell,Carmen Miro,10,5,famplan,demography,Campbell,,1
Arthur A. Campbell,Ferdinand Rath,10,1,famplan,pubh,Campbell,,1
Arthur A. Campbell,Charles F. Westoff,10,24,famplan,famplan,Campbell,Westoff,2
Arthur A. Campbell,G. PéRez,10,1,famplan,pubh,Campbell,,1
Arthur A. Campbell,J. Mayone Stycos,10,13,famplan,pubh,Campbell,,1
Arthur A. Campbell,Mindel C. Sheps,10,14,famplan,demography,Campbell,,1
Arthur A. Campbell,F. E. Linder,10,2,famplan,pubh,Campbell,,1
Arthur A. Campbell,M-F. Hall,10,2,famplan,pubh,Campbell,,1
Arthur A. Campbell,Ronald Freedman,10,33,famplan,famplan,Campbell,Freedman,1
Arthur A. Campbell,T. K. Burch,10,2,famplan,pubh,Campbell,,1
Arthur A. Campbell,Donald J. Bogue,10,10,famplan,demography,Campbell,Bogue,1
A. H. Neiva,Arthur A. Campbell,3,10,pubh,famplan,,Campbell,1
Arthur A. Campbell,Hernan Mendoza-Hoyos,10,1,famplan,pubh,Campbell,,1
Arthur A. Campbell,Bernard Berelson,10,6,famplan,demography,Campbell,Berelson,1
Arthur A. Campbell,Norman B. Ryder,10,19,famplan,famplan,Campbell,Ryder,2
Arthur A. Campbell,Carl L. Harter,10,6,famplan,demography,Campbell,,1
Arthur A. Campbell,C. V. Willie,10,3,famplan,pubh,Campbell,,1
Arthur A. Campbell,Philip M. Hauser,10,16,famplan,demography,Campbell,Hauser,2
Arthur A. Campbell,Elliot Liebow,10,5,famplan,pubh,Campbell,,1
Arthur A. Campbell,James E. Teele,10,4,famplan,pubh,Campbell,,1
Arthur A. Campbell,William M. Schmidt,10,1,famplan,pubh,Campbell,,1
Arthur A. Campbell,Daniel C. Thompson,10,5,famplan,pubh,Campbell,,1
Arthur A. Campbell,Edwin D. Driver,10,7,famplan,demography,Campbell,,1
John F. Kantner,Melvin Zelnik,10,10,demography,demography,Kantner,,6
J. D. Allingham,John F. Kantner,2,10,demography,demography,,Kantner,2
John F. Kantner,T. R. Balakrishnan,10,4,demography,demography,Kantner,,3
John D. Allingham,John F. Kantner,2,10,demography,demography,,Kantner,1
John F. Kantner,Philip R. Kunz,10,1,demography,demography,Kantner,,1
John F. Kantner,Merlin B. Brinkerhoff,10,2,demography,demography,Kantner,,1
Clark E. Vincent,John F. Kantner,1,10,demography,demography,,Kantner,1
Carl M. Cochrane,John F. Kantner,1,10,demography,demography,,Kantner,1
C. Allen Haney,John F. Kantner,1,10,demography,demography,,Kantner,1
Calvin Goldscheider,Peter R. Uhlenberg,4,2,sociology,demography,,,1
A. Lopez,Robert O. Carleton,1,2,pubh,demography,,,1
Robert O. Carleton,Ronald Freedman,2,33,demography,famplan,,Freedman,1
C. V. Kiser,Robert O. Carleton,1,2,pubh,demography,,,1
Frederick F. Stephen,W. Parker Mauldin,1,7,famplan,pubh,,Mauldin,1
Dorothy Nortman,Frederick F. Stephen,3,1,economics,famplan,,,1
Joanna Muller,Ronald Freedman,1,33,demography,famplan,,Freedman,1
F. Rath,J. Mayone Stycos,1,13,pubh,pubh,,,1
F. Rath,R. Delgado,1,1,pubh,pubh,,,1
F. Rath,O. Mendoza,1,1,pubh,pubh,,,1
F. Rath,R. O. Carleton,1,2,pubh,pubh,,,1
Everett S. Lee,F. Rath,6,1,demography,pubh,Lee,,1
Christopher Tietze,F. Rath,18,1,pubh,pubh,,,1
F. Rath,J. Arias,1,3,pubh,pubh,,,1
F. Rath,Mindel C. Sheps,1,14,pubh,demography,,,1
F. Rath,R. Puffer,1,2,pubh,pubh,,,1
Donald J. Bogue,F. Rath,10,1,demography,pubh,Bogue,,1
F. Rath,M-F. Hall,1,2,pubh,pubh,,,1
Kurt B. Mayer,Sidney Goldstein,2,8,demography,pubh,,Goldstein,1
Ansley J. Coale,D. R. Mcneil,12,1,pubh,statistics,Coale,,1
John C. Cobb,Paul White,1,1,famplan,famplan,,,1
Harry M. Raulet,Paul White,2,1,demography,famplan,,,1
Paul A. Harper,Paul White,3,1,famplan,famplan,,,1
Paul White,Rowland V. Rider,1,4,famplan,demography,,,1
A. Rasheed Ghazi,Paul White,1,1,famplan,famplan,,,1
Gino Germani,T. K. Burch,1,2,pubh,pubh,,,1
Donald J. Bogue,T. K. Burch,10,2,demography,pubh,Bogue,,2
D. S. Thomas,T. K. Burch,2,2,pubh,pubh,,,1
Ronald Freedman,T. K. Burch,33,2,famplan,pubh,Freedman,,2
John D. Durand,T. K. Burch,3,2,general,pubh,Durand,,1
A. H. Neiva,T. K. Burch,3,2,pubh,pubh,,,2
J. C. Elizaga,T. K. Burch,2,2,pubh,pubh,,,1
Carmen Miro,T. K. Burch,5,2,demography,pubh,,,1
Ferdinand Rath,T. K. Burch,1,2,pubh,pubh,,,1
Arthur A. Campbell,T. K. Burch,10,2,famplan,pubh,Campbell,,1
Charles F. Westoff,T. K. Burch,24,2,famplan,pubh,Westoff,,1
G. PéRez,T. K. Burch,1,2,pubh,pubh,,,1
J. Mayone Stycos,T. K. Burch,13,2,pubh,pubh,,,1
Mindel C. Sheps,T. K. Burch,14,2,demography,pubh,,,1
F. E. Linder,T. K. Burch,2,2,pubh,pubh,,,1
M-F. Hall,T. K. Burch,2,2,pubh,pubh,,,1
Carmen Miro,Jorge L. Somoza,5,2,demography,demography,,,1
Carmen Miro,Ferdinand Rath,5,1,demography,pubh,,,1
Arthur A. Campbell,Carmen Miro,10,5,famplan,demography,Campbell,,1
Carmen Miro,Charles F. Westoff,5,24,demography,famplan,,Westoff,1
Carmen Miro,G. PéRez,5,1,demography,pubh,,,1
Carmen Miro,J. Mayone Stycos,5,13,demography,pubh,,,1
Carmen Miro,Mindel C. Sheps,5,14,demography,demography,,,1
Carmen Miro,F. E. Linder,5,2,demography,pubh,,,1
Carmen Miro,M-F. Hall,5,2,demography,pubh,,,1
Carmen Miro,Ronald Freedman,5,33,demography,famplan,,Freedman,1
Carmen Miro,T. K. Burch,5,2,demography,pubh,,,1
Carmen Miro,Donald J. Bogue,5,10,demography,demography,,Bogue,1
A. H. Neiva,Carmen Miro,3,5,pubh,demography,,,1
Carmen Miro,Walter Mertens,5,2,demography,demography,,,1
Carmen Miro,Kingsley Davis,5,3,demography,demography,,Davis,1
Carmen Miro,Philip M. Hauser,5,16,demography,demography,,Hauser,1
Carmen Miro,Frank Lorimer,5,2,demography,pubh,,Lorimer,1
Carmen Miro,Wilson H. Grabill,5,6,demography,demography,,,1
Carmen Miro,Vasilios Valaoras,5,1,demography,pubh,,,1
Elza S. Berquo,Eunice Pinho,1,1,pubh,pubh,,,1
Eunice Pinho,Rubens M. Marques,1,1,pubh,pubh,,,1
Eunice Pinho,Maria L. Milanesi,1,1,pubh,pubh,,,1
Eunice Pinho,Jose S. Martins,1,1,pubh,pubh,,,1
Eunice Pinho,Imre Simon,1,1,pubh,pubh,,,1
Eunice Pinho,Irene B. Taeuber,1,12,pubh,pubh,,Taeuber,1
Ansley J. Coale,Jorge Somoza,12,1,pubh,pubh,Coale,,1
Alvaro Lopez,Ansley J. Coale,4,12,demography,pubh,,Coale,1
Ansley J. Coale,Norfleet W. Rives Jr.,12,1,pubh,demography,Coale,,1
Ansley J. Coale,Dudley Kirk,12,5,pubh,general,Coale,Kirk,1
Ansley J. Coale,Philip M. Hauser,12,16,pubh,demography,Coale,Hauser,1
Ansley J. Coale,Wilson H. Grabill,12,6,pubh,demography,Coale,,1
Ansley J. Coale,D. R. Mcneil,12,1,pubh,statistics,Coale,,1
Charles B. Arnold,Millard B. Bethel,3,1,famplan,famplan,,,1
Ann R. Sauls,Millard B. Bethel,1,1,famplan,famplan,,,1
Millard B. Bethel,Sylvain Fribourg,1,1,famplan,famplan,,,1
Loh Sow Khin,Shamsuddin Bin Abdul Rahman,1,2,famplan,famplan,,,1
Loh Sow Khin,Tan Boon Ann,1,5,famplan,demography,,,1
Loh Sow Khin,M. Subbiah,1,1,famplan,famplan,,,1
Loh Sow Khin,Yusof Bakar,1,1,famplan,famplan,,,1
Douglas Carnahan,Walter Gove,1,1,sociology,sociology,,,1
Douglas Carnahan,Omer R. Galle,1,3,sociology,demography,,,1
John E. Gordon,Robert G. Potter,3,18,pubh,famplan,,,2
John E. Gordon,Mary L. New,3,1,pubh,pubh,,,1
John B. Wyon,John E. Gordon,3,3,pubh,pubh,,,3
John E. Gordon,Stephen L. Finner,3,1,pubh,demography,,,1
David M. Heer,John E. Gordon,14,3,famplan,pubh,,,1
John E. Gordon,Nadipuram R. Parthasarathy,3,1,pubh,demography,,,1
John E. Gordon,Margaret Parker,3,1,pubh,demography,,,1
John A. Ross,Oliver D. Finnigan,11,2,demography,demography,,,1
Oliver D. Finnigan,T. H. Sun,2,6,demography,demography,,,1
David L. Rabin,John Crawford,1,1,pubh,pubh,,,1
Carlos Ferrero,David L. Rabin,2,1,pubh,pubh,,,1
David L. Rabin,Dorothy Myer,1,1,pubh,pubh,,,1
Alan Ross,David L. Rabin,1,1,pubh,pubh,,,1
David L. Rabin,Elisabeth Schach,1,1,pubh,pubh,,,1
John D. Durand,R. O. Carleton,3,2,general,pubh,Durand,,1
CéSar PeláEz,R. O. Carleton,1,2,pubh,pubh,,,1
D. S. Thomas,R. O. Carleton,2,2,pubh,pubh,,,1
L. Baumgartner,R. O. Carleton,1,2,pubh,pubh,,,1
Everett S. Lee,R. O. Carleton,6,2,demography,pubh,Lee,,2
J. Mayone Stycos,R. O. Carleton,13,2,pubh,pubh,,,1
R. Delgado,R. O. Carleton,1,2,pubh,pubh,,,1
O. Mendoza,R. O. Carleton,1,2,pubh,pubh,,,1
Christopher Tietze,R. O. Carleton,18,2,pubh,pubh,,,1
J. Arias,R. O. Carleton,3,2,pubh,pubh,,,1
F. Rath,R. O. Carleton,1,2,pubh,pubh,,,1
Mindel C. Sheps,R. O. Carleton,14,2,demography,pubh,,,1
R. O. Carleton,R. Puffer,2,2,pubh,pubh,,,1
Donald J. Bogue,R. O. Carleton,10,2,demography,pubh,Bogue,,1
M-F. Hall,R. O. Carleton,2,2,pubh,pubh,,,1
George P. Cernada,Tessie Huang,6,1,famplan,famplan,,,1
George P. Cernada,John A. Ross,6,11,famplan,demography,,,2
George P. Cernada,Oliver D. Finnigan Iii,6,1,famplan,famplan,,,1
George P. Cernada,S.M. Keeny,6,1,famplan,famplan,,,1
F. L. Chen,George P. Cernada,1,6,famplan,famplan,,,1
George P. Cernada,M. C. Chang,6,5,famplan,pubh,,,2
George P. Cernada,T. H. Sun,6,6,famplan,demography,,,3
George P. Cernada,Laura P. Lu,6,1,famplan,famplan,,,1
Dae Woo Han,George P. Cernada,2,6,famplan,famplan,,,1
George P. Cernada,S. M. Keeny,6,4,famplan,famplan,,,1
George P. Cernada,T. C. Hsu,6,2,famplan,demography,,,1
Mo-Im Kim,Rowland V. Rider,1,4,demography,demography,,,1
Mo-Im Kim,Paul A. Harper,1,3,demography,famplan,,,1
Jae-Mo Yang,Mo-Im Kim,1,1,demography,demography,,,1
Milton Diamond,Roy G. Smith,1,1,famplan,famplan,,,1
James A. Palmore,Roy G. Smith,6,1,famplan,famplan,,,1
Patricia G. Steinhoff,Roy G. Smith,1,1,famplan,famplan,,,1
Howard C. Taylor,Robert J. Lapham,1,4,famplan,demography,,,1
Robert J. Lapham,W. Parker Mauldin,4,7,demography,pubh,,Mauldin,1
George Worth,O. D. Finnigan,2,1,famplan,famplan,,,1
O. D. Finnigan,Walter B. Watson,1,3,famplan,sociology,,,1
Dae Woo Han,O. D. Finnigan,2,1,famplan,famplan,,,1
O. D. Finnigan,S. M. Keeny,1,4,famplan,famplan,,,1
Fred W. Reed,J. Richard Udry,1,8,demography,pubh,,Udry,1
Arthur J. Norton,Paul C. Glick,3,11,demography,pubh,,Glick,2
Arthur J. Norton,Robert O. Grymes,3,1,demography,demography,,,1
Gerald Zatuchni,John A. Ross,1,11,famplan,demography,,,1
J. Oscar Alers,Winich Asavasena,3,4,demography,famplan,,,2
Chaichana Suvanavejh,Winich Asavasena,2,4,famplan,famplan,,,1
Allan G. Rosenfield,Winich Asavasena,7,4,famplan,famplan,,,4
Chitt Hemachudha,Winich Asavasena,2,4,famplan,famplan,,,2
Somsak Varakamin,Winich Asavasena,2,4,famplan,famplan,,,2
Gavin Jones,Winich Asavasena,4,4,demography,famplan,,,1
Jumroon Mikhanorn,Winich Asavasena,1,4,famplan,famplan,,,1
Robert Schoen,Verne E. Nelson,2,2,demography,demography,,,1
Charles F. Westoff,Norman B. Ryder,24,19,famplan,famplan,Westoff,Ryder,10
Norman B. Ryder,Raymond H. Potvin,19,2,famplan,demography,Ryder,,1
Emily C. Moore,Norman B. Ryder,1,19,pubh,famplan,,Ryder,1
Norman B. Ryder,Philip M. Hauser,19,16,famplan,demography,Ryder,Hauser,5
Norman B. Ryder,Wilson H. Grabill,19,6,famplan,demography,Ryder,,1
Norman B. Ryder,Reynolds Farley,19,14,famplan,demography,Ryder,Farley,2
Norman B. Ryder,Paul R. Williams,19,2,famplan,pubh,Ryder,,1
Karl E. Taeuber,Norman B. Ryder,9,19,sociology,famplan,,Ryder,1
Elliot Liebow,Norman B. Ryder,5,19,pubh,famplan,,Ryder,2
G. Franklin Edwards,Norman B. Ryder,4,19,pubh,famplan,,Ryder,1
Clyde V. Kiser,Norman B. Ryder,7,19,pubh,famplan,Kiser,Ryder,1
Irene B. Taeuber,Norman B. Ryder,12,19,pubh,famplan,Taeuber,Ryder,1
Daniel O. Price,Norman B. Ryder,7,19,demography,famplan,,Ryder,2
Joseph D. Beasley,Norman B. Ryder,10,19,famplan,famplan,,Ryder,1
Carl L. Harter,Norman B. Ryder,6,19,demography,famplan,,Ryder,2
C. V. Willie,Norman B. Ryder,3,19,pubh,famplan,,Ryder,2
Arthur A. Campbell,Norman B. Ryder,10,19,famplan,famplan,Campbell,Ryder,2
James E. Teele,Norman B. Ryder,4,19,pubh,famplan,,Ryder,1
Norman B. Ryder,William M. Schmidt,19,1,famplan,pubh,Ryder,,1
Daniel C. Thompson,Norman B. Ryder,5,19,pubh,famplan,,Ryder,2
Edwin D. Driver,Norman B. Ryder,7,19,demography,famplan,,Ryder,2
Donald J. Bogue,Norman B. Ryder,10,19,demography,famplan,Bogue,Ryder,1
Norman B. Ryder,Paul B. Cornely,19,1,famplan,pubh,Ryder,,1
Frank W. Notestein,Norman B. Ryder,8,19,demography,famplan,Notestein,Ryder,1
Karl A. Smith,Norman B. Ryder,4,19,pubh,famplan,,Ryder,1
Mildred B. Beck,Sidney H. Newman,1,1,famplan,famplan,,,1
Sarah Lewit,Sidney H. Newman,10,1,demography,famplan,,,1
D. Narayanan Namboothiri,Lolagene Coombs,1,3,demography,sociology,,,1
D. Narayanan Namboothiri,Ronald Freedman,1,33,demography,famplan,,Freedman,1
B. Mariano Requena,F. Osborn,2,1,pubh,pubh,,,1
Christopher Tietze,F. Osborn,18,1,pubh,pubh,,,1
F. Osborn,R. Armijo,1,1,pubh,pubh,,,1
Donald O. Cowgill,Srisomang Keovichit,2,1,general,pubh,,,1
Robert G. Burnight,Srisomang Keovichit,1,1,pubh,pubh,,,1
J. Richard Udry,Srisomang Keovichit,8,1,pubh,pubh,Udry,,1
Charas Yamarat,Srisomang Keovichit,1,1,pubh,pubh,,,1
Etienne Van De Walle,Louise Kantrow,9,1,economics,demography,Walle,,1
John J. Macisco Jr.,Martha Jane Renzi,5,1,pubh,pubh,,,1
Leon F. Bouvier,Martha Jane Renzi,5,1,pubh,pubh,,,1
Elza S. Berquo,Jose S. Martins,1,1,pubh,pubh,,,1
Jose S. Martins,Rubens M. Marques,1,1,pubh,pubh,,,1
Jose S. Martins,Maria L. Milanesi,1,1,pubh,pubh,,,1
Eunice Pinho,Jose S. Martins,1,1,pubh,pubh,,,1
Imre Simon,Jose S. Martins,1,1,pubh,pubh,,,1
Irene B. Taeuber,Jose S. Martins,12,1,pubh,pubh,Taeuber,,1
Arjun Adlakha,Dudley Kirk,2,5,demography,general,,Kirk,1
Steven Polgar,Virginia A. Hiday,3,1,pubh,demography,,,1
Carl L. Harter,Janice Roussel,6,1,demography,pubh,,,1
L. P. Chow,P. T. Liu,10,1,famplan,demography,,,1
N. I. Khan,Raymond W. Carlaw,1,1,demography,demography,,,1
N. I. Khan,Richard Reynolds,1,2,demography,general,,,1
Lawrence W. Green,N. I. Khan,2,1,demography,demography,,,1
J. Timothy Johnson,Leslie Corsa,1,2,demography,demography,,,1
Leslie Corsa,Tan Boon Ann,2,5,demography,demography,,,1
Frederick S. Jaffe,Steven Sieverts,17,1,general,famplan,,,1
Linda Atkinson,Robert Castadot,1,1,famplan,famplan,,,1
Alvaro Cuadros,Linda Atkinson,1,1,famplan,famplan,,,1
Allan G. Rosenfield,Linda Atkinson,7,1,famplan,famplan,,,1
G. Edward Ebanks,P. M. George,2,1,demography,demography,,,1
Charles E. Nobbe,P. M. George,3,1,sociology,demography,,,1
D. N. Namboothiri,Ronald Freedman,2,33,demography,famplan,,Freedman,2
A. Adlakha,D. N. Namboothiri,2,2,demography,demography,,,2
D. N. Namboothiri,K. C. Chan,2,2,demography,demography,,,2
Carmen Miro,Philip M. Hauser,5,16,demography,demography,,Hauser,1
Evelyn M. Kitagawa,Philip M. Hauser,2,16,eugenics,demography,Kitagawa,Hauser,1
Jorge L. Somoza,Philip M. Hauser,2,16,demography,demography,,Hauser,1
Judith Blake,Philip M. Hauser,13,16,general,demography,Blake,Hauser,1
Paul Demeny,Philip M. Hauser,6,16,famplan,demography,Demeny,Hauser,1
Ansley J. Coale,Philip M. Hauser,12,16,pubh,demography,Coale,Hauser,1
Dudley Kirk,Philip M. Hauser,5,16,general,demography,Kirk,Hauser,1
Philip M. Hauser,Wilson H. Grabill,16,6,demography,demography,Hauser,,2
Norman B. Ryder,Philip M. Hauser,19,16,famplan,demography,Ryder,Hauser,5
Philip M. Hauser,Preston Valien,16,4,demography,pubh,Hauser,,3
Irene B. Taeuber,Philip M. Hauser,12,16,pubh,demography,Taeuber,Hauser,3
Paul C. Glick,Philip M. Hauser,11,16,pubh,demography,Glick,Hauser,2
Daniel O. Price,Philip M. Hauser,7,16,demography,demography,,Hauser,5
Donald J. Bogue,Philip M. Hauser,10,16,demography,demography,Bogue,Hauser,3
Joseph D. Beasley,Philip M. Hauser,10,16,famplan,demography,,Hauser,3
Daniel C. Thompson,Philip M. Hauser,5,16,pubh,demography,,Hauser,5
Philip M. Hauser,Reynolds Farley,16,14,demography,demography,Hauser,Farley,5
Paul R. Williams,Philip M. Hauser,2,16,pubh,demography,,Hauser,2
Karl E. Taeuber,Philip M. Hauser,9,16,sociology,demography,,Hauser,3
Elliot Liebow,Philip M. Hauser,5,16,pubh,demography,,Hauser,5
G. Franklin Edwards,Philip M. Hauser,4,16,pubh,demography,,Hauser,3
Clyde V. Kiser,Philip M. Hauser,7,16,pubh,demography,Kiser,Hauser,1
Charles F. Westoff,Philip M. Hauser,24,16,famplan,demography,Westoff,Hauser,1
Carl L. Harter,Philip M. Hauser,6,16,demography,demography,,Hauser,2
C. V. Willie,Philip M. Hauser,3,16,pubh,demography,,Hauser,3
Arthur A. Campbell,Philip M. Hauser,10,16,famplan,demography,Campbell,Hauser,2
James E. Teele,Philip M. Hauser,4,16,pubh,demography,,Hauser,4
Philip M. Hauser,William M. Schmidt,16,1,demography,pubh,Hauser,,1
Edwin D. Driver,Philip M. Hauser,7,16,demography,demography,,Hauser,4
James A. Jones,Philip M. Hauser,1,16,pubh,demography,,Hauser,1
Jessie S. Bernard,Philip M. Hauser,2,16,pubh,demography,,Hauser,2
Frank W. Notestein,Philip M. Hauser,8,16,demography,demography,Notestein,Hauser,3
C. R. Lawrence,Philip M. Hauser,2,16,pubh,demography,,Hauser,2
Philip M. Hauser,W. Parker Mauldin,16,7,demography,pubh,Hauser,Mauldin,1
Joseph S. Himes,Philip M. Hauser,2,16,pubh,demography,,Hauser,1
Paul B. Cornely,Philip M. Hauser,1,16,pubh,demography,,Hauser,1
Karl A. Smith,Philip M. Hauser,4,16,pubh,demography,,Hauser,1
Harriet B. Presser,Philip M. Hauser,7,16,pubh,demography,Presser,Hauser,1
Charles B. Arnold,Philip M. Hauser,3,16,famplan,demography,,Hauser,1
L. P. Chow,M. C. Chang,10,5,famplan,pubh,,,2
L. P. Chow,T. H. Liu,10,2,famplan,pubh,,,2
Chi I-Cheng,L. P. Chow,1,10,famplan,famplan,,,1
L. P. Chow,Rowland V. Rider,10,4,famplan,demography,,,1
